Timestamp,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
1724857073.9918547,0.0433349609375,-0.0286865234375,0.98193359375,-0.18292683362960815,-15.609756469726562,0.3048780560493469
1724857074.0933025,0.042236328125,-0.025390625,0.985595703125,-0.24390244483947754,-15.609756469726562,0.3048780560493469
1724857074.1940007,0.041748046875,-0.0283203125,0.983642578125,-0.24390244483947754,-15.609756469726562,0.3048780560493469
1724857074.2947495,0.04345703125,-0.0283203125,0.9814453125,-0.3048780560493469,-15.609756469726562,0.3048780560493469
1724857074.3962634,0.0421142578125,-0.02685546875,0.980224609375,-0.4268292784690857,-15.609756469726562,0.24390244483947754
1724857074.4976091,0.0406494140625,-0.0296630859375,0.9796142578125,-0.3658536672592163,-15.609756469726562,0.24390244483947754
1724857074.6000175,0.041259765625,-0.0263671875,0.9822998046875,-0.4268292784690857,-15.609756469726562,0.24390244483947754
1724857074.7009974,0.040283203125,-0.025146484375,0.98095703125,-0.24390244483947754,-15.609756469726562,0.24390244483947754
1724857074.8021,0.04248046875,-0.0263671875,0.9776611328125,-0.3048780560493469,-15.609756469726562,0.24390244483947754
1724857074.9029894,0.0428466796875,-0.0291748046875,0.9813232421875,-0.3048780560493469,-15.609756469726562,0.24390244483947754
1724857075.0042973,0.03857421875,-0.02734375,0.98095703125,-0.3658536672592163,-15.609756469726562,0.24390244483947754
1724857075.1059287,0.042724609375,-0.0313720703125,0.9814453125,-0.3658536672592163,-15.609756469726562,0.24390244483947754
1724857075.2071002,0.0396728515625,-0.028076171875,0.9835205078125,-0.4268292784690857,-15.609756469726562,0.3048780560493469
1724857075.3088465,0.0430908203125,-0.027099609375,0.9815673828125,-0.4268292784690857,-15.609756469726562,0.24390244483947754
1724857075.4097433,0.0401611328125,-0.0269775390625,0.9801025390625,-0.3658536672592163,-15.609756469726562,0.24390244483947754
1724857075.5103583,0.0416259765625,-0.0260009765625,0.981201171875,-0.3658536672592163,-15.609756469726562,0.24390244483947754
1724857075.6111612,0.0413818359375,-0.0296630859375,0.98388671875,-0.4268292784690857,-15.609756469726562,0.24390244483947754
1724857075.7122579,0.0439453125,-0.0274658203125,0.9805908203125,-0.3048780560493469,-15.609756469726562,0.3048780560493469
1724857075.8131368,0.040771484375,-0.02783203125,0.982177734375,-0.4268292784690857,-15.609756469726562,0.24390244483947754
1724857075.9145308,0.0379638671875,-0.0277099609375,0.979248046875,-0.4268292784690857,-15.609756469726562,0.24390244483947754
1724857076.0155606,0.0430908203125,-0.026123046875,0.97998046875,-0.3658536672592163,-15.609756469726562,0.3048780560493469
1724857076.1164129,0.042236328125,-0.02880859375,0.9815673828125,-0.3658536672592163,-15.609756469726562,0.24390244483947754
1724857076.217591,0.043212890625,-0.0245361328125,0.9776611328125,-0.24390244483947754,-15.609756469726562,0.24390244483947754
1724857076.3188071,0.0411376953125,-0.0279541015625,0.9791259765625,-0.24390244483947754,-15.609756469726562,0.24390244483947754
1724857076.4196427,0.0396728515625,-0.0264892578125,0.9822998046875,0.0,-15.609756469726562,0.24390244483947754
1724857076.5206687,0.0447998046875,-0.02392578125,0.990966796875,-0.12195122241973877,-15.609756469726562,0.3048780560493469
1724857076.6213171,0.04150390625,-0.026611328125,0.976318359375,-0.24390244483947754,-15.609756469726562,0.24390244483947754
1724857076.722705,0.0377197265625,-0.02783203125,0.999267578125,-0.7317073345184326,0.0,0.24390244483947754
1724857076.8246896,0.043701171875,-0.0299072265625,0.9700927734375,7.865853786468506,-15.609756469726562,0.3658536672592163
1724857076.9253023,0.05615234375,-0.032470703125,0.984619140625,4.512195110321045,-15.609756469726562,1.585365891456604
1724857077.026192,-0.047607421875,0.095703125,0.9512939453125,13.109756469726562,-0.060975611209869385,-13.170731544494629
1724857077.1272097,0.0126953125,-0.0107421875,0.9483642578125,-3.170731782913208,0.12195122241973877,40.30487823486328
1724857077.2280915,-0.0262451171875,0.06494140625,0.8946533203125,10.304878234863281,46.82926940917969,12.682927131652832
1724857077.3292015,0.0469970703125,-0.11083984375,1.288818359375,-9.390244483947754,-15.670732498168945,-11.707317352294922
1724857077.42988,-0.0242919921875,-0.1951904296875,1.3013916015625,-35.914634704589844,15.609756469726562,12.07317066192627
1724857077.5308955,-0.0142822265625,-0.278076171875,0.791748046875,-105.91463470458984,62.5,23.780488967895508
1724857077.6318164,0.0167236328125,-0.2161865234375,0.5625,-20.426830291748047,93.53659057617188,-17.012195587158203
1724857077.732893,-0.212646484375,-0.1251220703125,0.7374267578125,17.19512176513672,46.70731735229492,-17.439023971557617
1724857077.8340187,-0.31494140625,-0.448974609375,0.5784912109375,-63.17073440551758,77.98780822753906,-0.792682945728302
1724857077.9352198,-0.7257080078125,-0.509033203125,0.7669677734375,-14.390244483947754,62.43902587890625,10.853658676147461
1724857078.0363631,-0.7130126953125,-0.5283203125,0.5889892578125,-8.292682647705078,125.0,38.658538818359375
1724857078.1374311,-0.7286376953125,-0.1962890625,0.4371337890625,47.80487823486328,125.06098175048828,57.9878044128418
1724857078.2382138,-0.922607421875,-0.3050537109375,0.2376708984375,55.30487823486328,93.71951293945312,30.731708526611328
